AGENCY,Region,Province,PCODE,Municipality,MCODE,Barangay,Intervention_type,Planned_HH,HH_served,Target_Group,Status,Start_data,Completion_date ,Comments,updated,,Combinedlookup
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Damuloan,NFI - household kits,0,60,home based (non-displaced),Complete,41610,41610,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Patag,NFI - household kits,0,252,home based (non-displaced),Complete,41610,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Takin,NFI - household kits,0,104,home based (non-displaced),Complete,41610,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Balao,NFI - household kits,0,109,home based (non-displaced),Complete,41610,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Cagangon,NFI - household kits,0,179,home based (non-displaced),Complete,41610,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Calao,NFI - household kits,0,190,home based (non-displaced),Complete,41610,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Hapunan,NFI - household kits,0,78,home based (non-displaced),Complete,41610,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Mahagnao,NFI - household kits,0,189,home based (non-displaced),Complete,41611,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Matin Ao,NFI - household kits,0,98,home based (non-displaced),Complete,41611,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Roxas,NFI - household kits,0,105,home based (non-displaced),Complete,41611,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,San Fernando,NFI - household kits,0,73,home based (non-displaced),Complete,41611,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Corazon,NFI - household kits,0,112,home based (non-displaced),Complete,41611,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Dina Ayan,NFI - household kits,0,91,home based (non-displaced),Complete,41611,41611,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Cali,Other,0,56,home based (non-displaced),Ongoing,41602,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Taghuyan,Other,0,75,home based (non-displaced),Ongoing,41603,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Patria,Other,0,79,home based (non-displaced),Ongoing,41605,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Anonang,Other,0,196,home based (non-displaced),Ongoing,41605,41610,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Aurora,Other,0,150,home based (non-displaced),Ongoing,41611,41612,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kagbana,Other,0,62,home based (non-displaced),Ongoing,41611,41612,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Abuyogon,Other,0,176,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Catagbacan,Other,0,163,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Mala Ihao,Other,0,163,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Tagadtaran,Other,0,124,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kalipayan,Other,0,99,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Rosas,Other,0,181,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Hibonawan,Other,0,159,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Ilihan,Other,0,79,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kaparasaxan,Other,0,79,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Balatson,Other,0,70,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Pangdan,Other,0,153,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,San Jose West,Other,0,193,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Hugba West,Other,0,118,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Maabab,Other,0,165,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Tambis,Other,0,67,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Abre,Other,0,129,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Balilit,Other,0,230,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Bayabas,Other,0,66,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Buenavista,Other,0,59,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Buntay,Other,0,210,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Camono-an,Other,0,121,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Candagara,Other,0,88,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Hinabuyan,Other,0,132,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Lobe Lobe,Other,0,37,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Panda,Other,0,111,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Salvacion,Other,0,54,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tagkip,Other,0,130,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tin-ao,Other,0,132,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tuya,Other,0,75,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Victoria,Other,0,108,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,San Antonio,Other,0,186,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,Oguisan,Other,0,30,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,San Vicente,Other,0,33,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,Lanawan,Other,0,67,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Cali,NFI - kitchen sets,0,56,home based (non-displaced),Ongoing,41602,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Taghuyan,NFI - kitchen sets,0,75,home based (non-displaced),Ongoing,41603,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Patria,NFI - kitchen sets,0,79,home based (non-displaced),Ongoing,41605,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Anonang,NFI - kitchen sets,0,196,home based (non-displaced),Ongoing,41605,41610,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Aurora,NFI - kitchen sets,0,150,home based (non-displaced),Ongoing,41611,41612,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kagbana,NFI - kitchen sets,0,62,home based (non-displaced),Ongoing,41611,41612,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Abuyogon,NFI - kitchen sets,0,176,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Catagbacan,NFI - kitchen sets,0,163,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Mala Ihao,NFI - kitchen sets,0,163,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Tagadtaran,NFI - kitchen sets,0,124,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kalipayan,NFI - kitchen sets,0,99,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Rosas,NFI - kitchen sets,0,181,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Hibonawan,NFI - kitchen sets,0,159,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Ilihan,NFI - kitchen sets,0,79,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kaparasaxan,NFI - kitchen sets,0,79,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Balatson,NFI - kitchen sets,0,70,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Pangdan,NFI - kitchen sets,0,153,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,San Jose West,NFI - kitchen sets,0,193,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Hugba West,NFI - kitchen sets,0,118,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Maabab,NFI - kitchen sets,0,165,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Tambis,NFI - kitchen sets,0,67,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Abre,NFI - kitchen sets,0,129,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Balilit,NFI - kitchen sets,0,230,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Bayabas,NFI - kitchen sets,0,66,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Buenavista,NFI - kitchen sets,0,59,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Buntay,NFI - kitchen sets,0,210,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Camono-an,NFI - kitchen sets,0,121,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Candagara,NFI - kitchen sets,0,88,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Hinabuyan,NFI - kitchen sets,0,132,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Lobe Lobe,NFI - kitchen sets,0,37,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Panda,NFI - kitchen sets,0,111,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Salvacion,NFI - kitchen sets,0,54,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tagkip,NFI - kitchen sets,0,130,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tin-ao,NFI - kitchen sets,0,132,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tuya,NFI - kitchen sets,0,75,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Victoria,NFI - kitchen sets,0,108,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,San Antonio,NFI - kitchen sets,0,186,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,Oguisan,NFI - kitchen sets,0,30,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,San Vicente,NFI - kitchen sets,0,33,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,Lanawan,NFI - kitchen sets,0,67,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Cali,NFI - household kits,0,56,home based (non-displaced),Ongoing,41602,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Taghuyan,NFI - household kits,0,75,home based (non-displaced),Ongoing,41603,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Patria,NFI - household kits,0,79,home based (non-displaced),Ongoing,41605,41609,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Anonang,NFI - household kits,0,196,home based (non-displaced),Ongoing,41605,41610,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Aurora,NFI - household kits,0,150,home based (non-displaced),Ongoing,41611,41612,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kagbana,NFI - household kits,0,62,home based (non-displaced),Ongoing,41611,41612,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Abuyogon,NFI - household kits,0,176,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Catagbacan,NFI - household kits,0,163,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Mala Ihao,NFI - household kits,0,163,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Tagadtaran,NFI - household kits,0,124,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kalipayan,NFI - household kits,0,99,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Villa Rosas,NFI - household kits,0,181,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Hibonawan,NFI - household kits,0,159,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Ilihan,NFI - household kits,0,79,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Kaparasaxan,NFI - household kits,0,79,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Balatson,NFI - household kits,0,70,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Pangdan,NFI - household kits,0,153,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,San Jose West,NFI - household kits,0,193,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Hugba West,NFI - household kits,0,118,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Maabab,NFI - household kits,0,165,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,BURAUEN,83710,Tambis,NFI - household kits,0,67,home based (non-displaced),Ongoing,0,0,0,41613,,BURAUENLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Abre,NFI - household kits,0,129,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Balilit,NFI - household kits,0,230,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Bayabas,NFI - household kits,0,66,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Buenavista,NFI - household kits,0,59,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Buntay,NFI - household kits,0,210,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Camono-an,NFI - household kits,0,121,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Candagara,NFI - household kits,0,88,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Hinabuyan,NFI - household kits,0,132,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Lobe Lobe,NFI - household kits,0,37,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Panda,NFI - household kits,0,111,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Salvacion,NFI - household kits,0,54,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tagkip,NFI - household kits,0,130,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tin-ao,NFI - household kits,0,132,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Tuya,NFI - household kits,0,75,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,DAGAMI,83717,Victoria,NFI - household kits,0,108,home based (non-displaced),Ongoing,0,0,0,41613,,DAGAMILEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,San Antonio,NFI - household kits,0,186,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,Oguisan,NFI - household kits,0,30,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,San Vicente,NFI - household kits,0,33,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
MSF OCBA,REGION VIII (EASTERN VISAYAS),LEYTE,837,MACARTHUR,83730,Lanawan,NFI - household kits,0,67,home based (non-displaced),Ongoing,0,0,0,41613,,MACARTHURLEYTE
Oxfam,0,0,#N/A,0,#N/A,0,Other,20,0,#N/A,Planned (unfunded),0,0,0,0,,
Oxfam,0,0,#N/A,0,#N/A,0,tarpaulins - 1 per HH,0,0,#N/A,Planned (unfunded),0,0,0,0,,
PDRN,REGION VII (CENTRAL VISAYAS),CEBU,722,CITY OF BOGO,72211,Anonang Norte,Other,0,0,#N/A,Planned (funded),0,0,Voucher,41609,,CITY OF BOGOCEBU
PDRN,REGION VII (CENTRAL VISAYAS),CEBU,722,MEDELLIN,72231,Dalinding Sur,Other,118,0,#N/A,Planned (funded),0,0,Voucher,41609,,MEDELLINCEBU
PDRN,REGION VII (CENTRAL VISAYAS),CEBU,722,MEDELLIN,72231,Caputatan Norte,Other,0,0,#N/A,Planned (funded),0,0,Voucher,41609,,MEDELLINCEBU
People in Need (PIN),REGION VII (CENTRAL VISAYAS),CEBU,722,BANTAYAN,72209,0,tools and tarps,1000,0,tbd,Planned (unfunded),41600,41603,0,0,,BANTAYANCEBU
People in Need (PIN),REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,0,tools and tarps,0,0,tbd,Planned (unfunded),tbd,tbd,0,0,,SANTA FECEBU
People in Need (PIN),REGION VII (CENTRAL VISAYAS),CEBU,722,MADRIDEJOS,72228,0,tools and tarps,0,0,tbd,Planned (unfunded),tbd,tbd,0,0,,MADRIDEJOSCEBU
